movie,title,body,rating,upvotes,downvotes,emotion,sentiment,sarcasm,ABSA,Sentiment(withSarcasm),label1,label2,sarcasmMistral,Fliped_Sentiment(Mistral),ABSA(2nd),ABSA(2nd)_testing
Bade Miyan Chote Miyan,brilliant mind blowing story,"One of the best Indian movies with a new concept. I don't know why some people talk negatively without watching the movie or understanding the storyline. Some movies don't deserve the Indian audience. It's the worst thing in India. You can't judge the movie just by its collection. Mind-blowing story, brilliant action scenes, and good acting by all the leads. They missed the trick of putting posters including Prithviraj and Sonakshi. Also, the posters and trailer should have been better. It's really sad to see this kind of movie getting a flop. But good movies will always be remembered by the true audience. IMDb is proof it's good to see; it's getting deserved ratings here. People should stop talking negatively if they don't understand the story.",10.0,0,9,joy,NEGATIVE,0,"[{'aspect': 'movie', 'sentiment': 'Positive'}]",NEGATIVE,negative,negative,1,POSITIVE,"{'label': 'Negative', 'confidence': 0.5147649049758911}",EMPTY
The Substance,Completely illogical,The movie makes no sense whatsoever. The whole point of transitioning was to experience her youthful self again. But she actually turns into a completely different identity and person. They start competing with each other and hurting each bother. At the end of it it was just a bizarre perverted movie trying to visually overwhelm your sense of beauty. If the idea was to share the message that one should age gracefully this movie was far from it. It failed to deliver any sensible message. Infact it was more of a gory zombie type movie. What a wasted opportunity. Wasted time watching this movie. Disappointed.,1.0,128,34,fear,NEGATIVE,0,[],NEGATIVE,negative,negative,1,POSITIVE,"{'label': 'Negative', 'confidence': 0.9358537197113037}",Negative
The Substance,Great message that you are beautiful!,"The better version of you is you. Not to be someone else nor someone younger or prettier. I like the message that packed in sarcastic way. At the end of the day, you need to choose, your own beauty or beauty with the monster within. Getting older and not pretty anymore is natural. Getting less famous and attractive is the consequences of life. Be grateful of what you have, and being not satisfy with what we have, only will lead us to the disaster. And remember karma does exist. You plant flowers, you will see the beauty. So, it is worth to watch. You will not see scary thing if you understand the message.",8.0,314,240,joy,POSITIVE,0,[],POSITIVE,negative,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.6129726767539978}",EMPTY
The Substance,"Started out good, then...","I was really excited to see this. The topic was of great interest and I was glad to see Demi Moore in a lead. The movie started out in a somewhat realistic manner, seemed almost plausible. Then as it got going it became less so. Particularly in the third act, the movie fell apart for me. It gave Carrie on steroids vibe.

One part of the movie I found that did not make any sense was when she returned to the New Year's party taping event with a mask on her face and no one seemed to notice anything amiss. This was really jarring given that the mask she wore was of a person who was vwery much not wanted yet everyone welcomed her with open arms.

If one is squeamish, probably this would be a good one to miss. Even with my medical background, I found myself looking away a lot.

Demi Moore is perfect. I hope Hollywood can find more good roles for her.",6.0,13,15,joy,NEGATIVE,0,[],NEGATIVE,positive,positive,1,POSITIVE,"{'label': 'Negative', 'confidence': 0.5054801106452942}",EMPTY
The Substance,A depiction of human struggles,"I'm not an actor but I totally understand the struggle. As you get older, it takes an effort to make peace with your aging self. Your body, dreams, relationships, and life in general are slipping over your fingers. From getting weaker to having less friends, the aging process affects all humans no matter the profession. You literally get crazy if you let your mind dwell into the past where youth and vitality were not concerns.

The movie has a strong and universal theme, something uncommon for the genre. Almost anyone over 40 can relate in some degree with the protagonist. Both the older and younger characters are well written and relatable. Demi Moore performance was so genuine that I'm wondering if those were not her struggles too. The role fits her perfectly.",9.0,2,0,joy,POSITIVE,0,[],POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.7025387287139893}",EMPTY
The Substance,"Substance - Love it or Hate it You Won't Forget It (Good, Until It Goes For Gore)","Substance - Love it or Hate it You Won't Forget It (Good, Until It Goes For Gore)
This was a movie in two parts. For the first ¾ it was an interesting satire on the need to look 'young' and where it could take you. It's not perfect (it's a shame that they used prosthetics to enhance 'perfection', no diversity etc.) but it poses questions we will all need to answer at some time. However I could quite happily have left at the 'potential termination' scene. It would have been better if that stage reverted to the conditions at the outset and left a card saying 'Careful What you Wish For'. I would have given it a 9/10.

Instead the last quarter was a splatter-gore-fest that was a tough watch. It was comedy horror which washed away the previous satire.

Oh well. Love it or hate it, you won't forget it.",7.0,7,12,joy,NEGATIVE,0,[],NEGATIVE,negative,negative,1,POSITIVE,"{'label': 'Negative', 'confidence': 0.5062897205352783}",EMPTY
The Substance,Perfect touch of Sci-Fi blended with psychology!,"This is the first movie I've seen since childhood that had psychologically effed me up.

The relationship between the ""old"" and the ""young"" symbolized so many dynamics that can be applied to different trails and circumstances we experience as families and just human relationships in general, mostly resonating with the typical Mother-Daughter relationship.

It resonated with me as well because, as a man, I mentally struggle at times with getting older. Men who are accustomed to being admired by other men inhabit the same struggles as women when their vitality begins to degrade.

So to see my inner thoughts and feelings play out in such a magnitude of fantasy, horror, drama, and everything in between had my mind blown.",10.0,23,33,love,POSITIVE,0,[],POSITIVE,negative,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.8748465776443481}",Positive
The Substance,Incredible,"I was expecting good things, but even so I was very surprised.

I will preface it by saying that I felt this film impacted me stronger as a woman - because I think as women, the fear of being invisible, overlooked, forgotten are very strong drivers - in no small part due to the daily misogyny experienced.

Elizabeth sparkle is so easy to identify with, and it's really commendable for Demi Moore to open up herself to a role like this - it's very exposing - both literally and metaphorically.

The casting and cinematography is first rate, and I was engaged at every moment. I loved the story - I thought it was really original, and unsettling.

The body horror is phenomenally done, and it is one of the only films where I have felt genuinely uncomfortable. I was engaged the whole way through, and it didn't feel long at all.

It's destined to be a cult classic, but will have a lot of people who won't understand it, or won't want to.

The ending is absolutely insane, and really makes the film a lot different than anything I've previously seen.

I have to say, it feels like essential viewing.",9.0,18,24,joy,POSITIVE,0,"[{'aspect': 'cinematography', 'sentiment': 'Positive'}]",POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.9263156652450562}",Positive
The Substance,Not suprised the film received an award. Not suprised there was a standing ovation at the end.,"Even from the first shot I knew the film was going to take me on a ride. And it sure accomplished that. It achieved it's screenplay award for a reason, however I did not vote it 10/10 simply due to some scenes near the end being perhaps less symbolic than others. In more of a sense as they were genuinely confusing from the plot and less open to interpretation. But nevertheless, the film is pure art and is definitley open to interpretation throughout (I know I certainly did). The music, the weirdness of it all is exactly what cinematography should be about just getting lost inside this weird world that actually represents a vast majority of our world today. You can really tell the producer had fun with this film and the blood bath scene was a total buzz to watch. I genuinley applauded and was left entirely satisfied with the film when the shot at the end conveyed how no matter how we look, earn or are respected in life we all get wiped away at the end into thin air. Bravo.",9.0,12,14,joy,POSITIVE,0,"[{'aspect': 'cinematography', 'sentiment': 'Positive'}]",POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.8688089847564697}",Positive
The Substance,"Like life, it grabs you by the throat and keeps squeezing!","I'm immobile as the credit reel plays; body still tense from the physical discomfort I obtained over the past 2 and a bit hours. Disbelief has long since settled in my heart... What fever dream of a film had I just experienced?

""There isn't a closed door that beauty can't open."" Constance Langdon's voice swirls in my memory as the film's concept takes off running. When a fading star amongst the constellations of Twinkle Town finds herself delegated to the back of the entertainment cupboard, a vacuumed sealed medical promise of youth proves to be too irresistible.

If beauty is a currency, then in Hollywood, youth (almost always exclusively to women) is the most valuable of possessions; a notion 'The Substance' explores, and expands on to a vibrantly horrific degree. With her consistently unflinching approach to stomach churning visuals, Coralie Fargeat exposes the guts of this epidemic.

Demi Moore's Elisabeth's descent into feral fury in her pursuit of youth is an award winning - literal - transformation. Accompanied by the always vivacious Margaret Qualley as her younger half; the two command every inch of every frame of every scene.

There are multiple complexities bubbling beneath the skin of this body. Society's contrasting treatment of women is on full display in how the two central characters exist. Qualley's Sue is the epitome of the male gaze: she glows, her sensuality front and centre, with lingering shots in her little outfits framed and cut like music videos straight out of the early 2000s; whilst Moore's Elisabeth grows increasingly attached to a large yellow coat, often shielding herself... becoming as invisible as she feels. A silent commentary on how desirability has an expiration date.

Gruesome, heartbreaking, and life-affirming, 'The Substance' is a thrilling science fiction platter of repulsive imagery delivered with brutally brilliant makeup and SFX, innovative prop design, stylish costume choices, and thoroughly entertaining performances; it is truly a display of people who care about their craft!

Look deeply at the messages of Fargeat's second feature. Our hunger for perfection only sucks the life out of you.",9.0,10,11,joy,POSITIVE,0,[],POSITIVE,negative,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.6826061606407166}",EMPTY
The Substance,"Dramatic, Amazing!","""The Substance"" takes a deep dive into identity and society's obsession with youth and beauty. Directed by Coralie Fargeat, this sci-fi horror thriller presents a unique blend of dark humor and body horror. The film stars Demi Moore as Elisabeth Sparkle, a former Hollywood A-lister navigating a fading career. Moore's portrayal of Elisabeth captures the character's desperation and vanity as she attempts to reclaim her youth with a dangerous experimental drug. Fargeat's direction emphasizes Elisabeth's descent, using a sharp visual style that amplifies the film's satirical edge on societal pressures.

Margaret Qualley stars as Sue, a younger, modified version of Elisabeth who becomes both her protege and competition. Qualley brings a compelling intensity to the role, highlighting Sue's disturbing evolution from wide-eyed wonder to something monstrous, effectively reflecting Elisabeth's ambitions. This dynamic between Moore and Qualley creates a tense atmosphere, as the line between self-preservation and self-destruction blurs.

Fargeat's unique visual language plays a central role in conveying themes of beauty and ambition. The cinematography, relying on bold close-ups and vivid color grading, supports Fargeat's vision of a surreal world where characters are physically and emotionally dissected. Scenes are bathed in a color palette that oscillates between stark and vivid, mirroring Elisabeth's psychological unraveling.

Argeat's The Substance delivers a haunting look at vanity and the quest for youth. Demi Moore shines as a character whose vulnerability and ambition turn deadly, while Margaret Qualley brings a chilling presence as her counterpart.",8.0,6,5,anger,POSITIVE,0,"[{'aspect': 'scene', 'sentiment': 'Positive'}, {'aspect': 'character', 'sentiment': 'Positive'}]",POSITIVE,negative,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.8809260725975037}",Positive
The Substance,The Elixir of Youth,"The Desperate Pursuit of Eternal Youth Leads to Nightmar : I found 'The Substance' to be a visually stunning and thought-provoking film that effectively explores the themes of aging, self-acceptance, and societal pressures. Demi Moore delivers a powerful performance, and the special effects are impressive. While I enjoyed the film overall, I felt the ending was unnecessary and detracted from the otherwise strong narrative. Despite this minor flaw, 'The Substance' is a unique and memorable cinematic experience that's worth watching for those who appreciate bold and unconventional storytelling...",7.0,6,11,joy,POSITIVE,0,[],POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.974705159664154}",Positive
The Substance,Not the biggest Cronenberg fan but!,"Every film genre has either been flat or gone down hill in the last 10 years except for one. Bringing smarts to Horror is long overdue and something is happening in recent years. Should you watch this movie? Only if you're not squeamish and have an open mind. Yes there's lot of blood and nudity but it all fits and has a purpose. I loved all the homages to pioneer film makers here. Especially David Lynch; so if you're familiar with his work, you will recognize this along with an Easter Egg in the elevator scene. What has the entertainment business and the media created in our society? That's the question The Substance asks; and it's really quite ugly. Yes The Substance is over the top but that's the point after all. So sit back and float downstream.",8.0,6,5,joy,POSITIVE,0,[],POSITIVE,negative,positive,1,NEGATIVE,"{'label': 'Negative', 'confidence': 0.6723909974098206}",EMPTY
The Substance,"The horror genre is evolving and ""The Substance"" stands out as one of the best movies of the year.","Every frame on this picture screams for the attention of the viewer from the beginning to the end (2h 21m), taking all the characters to the extreme of every situation in a very eccentric artsy and clean visual approach.

Wildly funny when you understand that Elizabeth Sparkle (Demi Moore) is just struggling with aging matters and dealing with society doesn't really help now that everyone seems to care just about superficial matters.

Fears and insecurities are the essence of the script playing contrast with Sue (Margaret Qualley) as antagonist proving how powerful sexuality and femininity are as a tool on the screen.

And last but not least, Harvey (Dennis Quaid) has an extraordinary touch of parody of a businessman in the entertainment industry as a villain that gives us an unforgettable performance especially when eating shrimp.

P. S. ""The Substance"" 2024 works as an instant laugh on my personal life every time it is required in my head.",10.0,6,5,surprise,POSITIVE,0,[],POSITIVE,negative,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.9633525609970093}",Positive
The Substance,"There's no doubt that it will spark a great deal of controversy. However, a horror film that can achieve a powerful female - centric expression through such bold genre element","The concepts and issues are actually quite straightforward and simple, yet the process of gradually spiraling out of control is presented in a rather fascinating way. The performances of the two actresses are quite extraordinary. The female characters' bodies are nakedly commodified, gazed upon, and turned into spectacles. Coupled with a large number of close - up shots and the bright, high - saturation environmental colors, it all proclaims the film's exploitative nature and satirical implications. The third act is indeed highly impactful, resembling a Brian Yuzna - style B - movie from the 1980s, provoking the audience both in and out of the screen with even more extreme body horror. The omnipresent discomfort in the first half is finally transformed into a different form of catharsis. There will surely be a lot of controversy, but it's a rare find to see a horror film that can achieve a powerful female expression through such bold genre elements and body - centered narratives.",7.0,3,4,joy,POSITIVE,0,[],POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.786605954170227}",EMPTY
The Substance,Cronenberg should be on the credits,"I has been a long time since I watched a tribute to David Cronenberg that well done. The monster gave me nostalgic remember the beloved Fly :') I also has an wink to David Lynch. And the social impact so important to say it out loud! Women and men are more than just age or a carreer. Also, I really liked the ending, again really Cronenbergish. The architecture on the film was right on point. Demi Moore performance was terrific. Close ups where needed, photography really well ejected. I guess for me it was awesome to see Cronenberg's legacy going through so many years, cinema owes a lot to David Cronenberg.",9.0,8,8,love,POSITIVE,0,[],POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.9774790406227112}",Positive
The Substance,This was Stunning!!!! Wow,"*The Substance*, directed by Coralie Fargeat, is a vibrant, adrenaline-charged dive into 80s glamour, elevated by both stunning cinematography and magnetic performances. The film feels almost like a visual assault, packed with close-ups that put you right in the action, making it an ""in your face"" experience. Every detail is bold, raw, and visceral, immersing you in a colorful world that drips with a hyper-stylized 80s aesthetic.

Demi Moore delivers a powerhouse performance, embodying her role with a sense of urgency and intensity that makes you wonder, ""What if she stuck to the plan?"" This question lingers throughout the film, adding layers of complexity to her character. Moore balances the rawness of her performance with an undeniable air of glamour, perfectly in tune with the film's glamorous 80s style.

Dennis Quaid is equally compelling, offering a superb acting display that serves as the perfect counterbalance to Moore's intensity. Their on-screen chemistry pulls you deeper into the story, while the cinematography heightens every moment. The film's use of light and shadow adds a cinematic depth that feels both classic and innovative.

Margaret Qualley's Sue is a standout, as she embodies a character who is both fragile and fierce. Qualley carries the emotional weight of the film, making Sue's journey one of the most compelling aspects of the story till the end.

Adding to this immersive experience is the great score by Raffertie, whose soundtrack elevates the film with a mix of rhythmic beats that perfectly complement the film's narrative. The music captures both the glamour and grit of the story.

Fargeat's direction is masterful, blending grit with glossy visuals in a way that feels unique to her vision. Overall, *The Substance* is a must-see for its striking cinematography, intense performances, and unforgettable style and score/soundtrack.",8.0,8,8,joy,POSITIVE,0,[],POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.9893282055854797}",Positive
The Substance,Hating oneself that much is the most horror thing that can happen.,"The message is loud and clear. Society is excessively obsessed with women's body image and is very harsh on women aging. Even so, the most important thing is that YOU love yourself and be gentle with yourself. YOU do not have to give in, and YOU can even choose to fight. Elisabeth was the one who locked herself in that apartment. Also, 'The Substance' portrays 'male gaze' more accurately than any other films. That nuance, atmosphere, background story.. That indescribable feeling that he's looking down without saying anything with a hint of sexual connotation. Dennis Quaid depicts men in the entertainment industry meticulously: language, contents they speak (mostly commercialization of sex), attitude, and manners.

Cinematography is awesome. Color, image, composition of screen, and editing. They are trendy and hip but not shallow. Elisabeth's blue and yellow and Sue's pink contrast each other. Just by color. I've never felt all sorts of 'the substances' this clear and tangible. Especially the texture, the sound, and the close-ups of food and flesh stimulate all kinds of senses while watching a film. A fresh cinematic experience.

I loved two thirds of the movie, but I did not like the Monstro Elisasue part. Before Elisasue, I can tell the director cared for every detail of the movie, every step of the way. However, at some point, she just let go of that delicate and detailed process. Some might say it's cathartic, but it is not my cup of tea.",7.0,2,2,love,POSITIVE,0,"[{'aspect': 'cinematography', 'sentiment': 'Positive'}]",POSITIVE,negative,negative,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.6917953491210938}",EMPTY
The Substance,A Neon-Drenched Nightmare of Youth and Beauty,"Wow. Just... wow. I'm still processing what I witnessed in ""The Substance,"" but I can say with certainty that it's unlike anything else you'll see this year. Coralie Fargeat has crafted a fever dream that's equal parts seductive and repulsive, often in the same breath.

Let's start with Demi Moore, who gives a career-best performance as Elizabeth Sparkle. She lays herself bare (literally and figuratively) in a role that feels intensely personal. The desperation, the vulnerability, the rage - it's all there, etched into every line on her face. And then there's Margaret Qualley as Sue, the younger doppelganger born from Elizabeth's twisted desire. Qualley nails the intoxicating mix of youthful energy and creeping horror as she realizes the true cost of her existence.

Visually, this film is a feast. The neon-soaked cinematography makes even the most grotesque moments weirdly beautiful. And oh boy, does it get grotesque. If you're squeamish, consider yourself warned - the body horror here makes Cronenberg look tame. There were moments where I wanted to look away but couldn't, mesmerized by the sheer audacity of what was unfolding on screen.

Fargeat's satirical blade is razor-sharp, skewering Hollywood's obsession with youth and beauty. Dennis Quaid's sleazy producer (aptly named Harvey) embodies every gross stereotype of the industry, and watching him leer at Qualley made my skin crawl in the best possible way.

Now, I'll admit the final act goes completely off the rails. It's bonkers in a way that will likely divide audiences. Personally, I was cackling with a mix of shock and delight, but I can see how it might be too much for some viewers. The metaphors get a bit heavy-handed, but when you're dealing with such extreme subject matter, subtlety kind of goes out the window.

Is ""The Substance"" a perfect film? No. But it's a bold, audacious piece of cinema that left me exhilarated and slightly queasy. It's the kind of movie that burrows into your brain and festers there, demanding to be discussed and dissected. Love it or hate it, you won't be able to ignore it.

If you're in the mood for something truly unique and aren't afraid to get your hands (and eyes) dirty, ""The Substance"" is a must-see. Just maybe skip the popcorn for this one.",8.0,8,8,joy,POSITIVE,0,"[{'aspect': 'movie', 'sentiment': 'Positive'}]",POSITIVE,negative,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.8425148129463196}",Positive
The Substance,An Intriguing Concept with Stunning Cinematography,"""The Substance"" is a film that truly stands out with its unique concept and exceptional execution. The story dives into uncharted territory, offering a fresh perspective that's both engaging and thought-provoking. This is a movie that invites the audience to think deeply about its themes, and it does so with great effectiveness.

The cinematography is undeniably one of the film's strongest aspects. The use of light, shadow, and color is masterful, creating an immersive experience that pulls you right into the world of the film. There are moments where the visuals are so striking and might feel a bit disturbing to certain viewers. But these moments are integral to the narrative and add to the overall impact of the film.

In conclusion, ""The Substance"" is a must-watch for anyone who appreciates innovative storytelling and stunning visuals. It's a film that pushes boundaries and leaves a lasting impression. Despite of the unsettling scenes, it remains a powerful and compelling piece of cinema.",7.0,4,8,fear,POSITIVE,0,[],POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.9118159413337708}",Positive
The Substance,Weird sensation about the movie,"Personally, I quite liked the movie, even for me who is a very greedy person with the subject of blood, organs, etc. The two main actresses acted perfectly, they achieved what they wanted to convey to the public, it gave me the feeling of horror and that they were having a really bad time! I recommend this movie to see just once, since well, it's very original and very cool, but I wouldn't watch it again because of the whole blood issue. I have to say that the special effects at the end of the movie seemed very fake to me in terms of makeup, blood, etc., since it was very obvious that they were masks and the blood was fake. In general, apart from what I have already said, I have no other complaints, take advantage and watch it.",7.0,3,5,sadness,POSITIVE,0,[],POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.5292853713035583}",EMPTY
The Substance,Menopause on the crack pipe,"I'd not really looked into this film much I just knew it had quite a bit of hype and good ratings on here, so I didn't really know what to expect.

The first half an hour was really relatable; I have been the fitness instructor all my career and everyone aspired to look like me. Then I hit the meno and everything's gone tits up. So I was thinking.... This is like the film version of my life. Thank god the similarities stop there. Haha!

What a film, really on point with how the world is going. I'm sure there's so many people who would do this is they could .... Starting with that guy who injects his sons genes and fasts 23 hours a day; he wants the starter pack 100% haha!

The end bit cracked me up when she finds her star and has her last few minutes in the limelight. On the whole it held my attention for the whole film and definitely worth a watch.",7.0,3,5,joy,POSITIVE,0,[],POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.9467036724090576}",Positive
The Substance,Best cinema experience in a very long time,"The Substance is the most insane and best movie I've seen in at least 10 years.

Do yourself a favour and run to the cinema to see this, and you'll thank me later.

Absolutely crazy, I've never, EVER seen anything like it.

Demi Moore deserves an Oscar for this!

I can't stop thinking about it. Hilarious and horrifying at the same time.

With a strong mix of influences from The Shining, Carrie, The Fly, The Thing, 2001 and many more classics, The Substance delivers a dark comedy/horror/sci-fi experience that HAS to be seen in a cinema with a big crowd.

I've seen it twice already and I'm still buzzing about it. It's already in my top 3 horror movies of all time.

Beautifully horrible. Don't miss it, really!! Not just a movie, it's an experience you'll never forget.",10.0,15,20,joy,POSITIVE,0,[],POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.9694644212722778}",Positive
The Substance,I wish I could rate this more stars :(,I've seen thousands of movies as I've loved horror movies since I was a little kid. I watched a clockwork orange when I was 8-9 and loved it. This movie is the movie I've been searching for. For years. Nothing has disturbed me or made my heart beat so much like this movie has. I've seen movies like august underground and slaughter vomit dolls and this passes all of them on how scared I was. I started crying at one point because I have officially found my favourite movie of all time. 1110000/10 well done. Coralie Fargeat. I going to watch this again tonight with my family. See if they can handle the most intense movie of our time <3.,10.0,15,20,fear,POSITIVE,0,"[{'aspect': 'movie', 'sentiment': 'Positive'}]",POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.9588989615440369}",Positive
The Substance,Powerful!,"Every scene of this film wowed me at TIFF. The casting, atmosphere, visual and sound design, music, and, of course, the symbolism of it all.

Demi Moore and Margaret Qualley couldn't have been more perfectly cast as leads. Their devotion to the process and trust in their director was clear to me. Their vulnerability pulls this off and leads to a very compelling fever dream.

Everyone involved should be really proud of this film. To me, it's a future cult classic.

It is body/psychological horror, so don't expect jump scares. It's deeper than that. I found myself getting lost in reflection during the film (as a 23 year old woman, it really spoke to me).

But it's also extremely fun to watch!

Take it seriously as a true work of art, but don't at the same time, and you'll have a blast.",,2,3,joy,POSITIVE,0,[],POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.9682696461677551}",Positive
The Substance,TOXIC AVENGER THE FLY HUMAN CENTIPEDE,"This movie was SH0CKlNG...it was Terrifier 2 level shock....so if u can't wait for Terrifier 3, this should quench your thirst...The audience reactions were awesome! Everyone was shocked! First hour was pretty okay and set the rules...the 2nd was just SH0CKlNG.... It had my gf scared and made my stomach turn too. I can deal with all types of horror films so it was a breeIze for me, but very rough for other foIks lol. A Modern TROMA FILM This is the most shocking horror film from this year. A Modern TROMA FILM This is the most shocking horror film from this year.

A Modern TROMA FILM This is the most shocking horror film from this year.",9.0,12,15,surprise,POSITIVE,0,[],POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.7070547342300415}",EMPTY
The Substance,"Plays well on the current fear of growing old and being forgotten, but is unfortunately somewhat one-sided","The Substance is a new horror drama directed, written and partly produced by Coralie Fargeat, director of Revenge.

Elisabeth Sparkle (Demi Moore) was once a big celebrity, but has lost her fame over the years. Out of desperation, she decides to use a special drug on the black market. This drug is a special substance that can create a younger version of herself from her cells.

Her younger version goes by the name Sue (Margaret Qualley) and manages to regain their fame. The two now have to live in a balance next to each other for seven days and try to support the other. If one of them disrupts this balance, it can have consequences for both of them.

With this film they play a bit on current events where in the world of celebrities people such as the producers, the public and the fans often keep looking for a newer and younger celebrity. In this way, the older, previous celebrities are then more forgotten, or seek success in other ways. Director and writer Coralie Fargeat shows these aspects mainly from the female celebrity side. Where actresses, models, or singers always try to stay current for both their old fans and younger new fans. For this, some do go through some changes such as new, or different looks, or styles.

The figures above them, who for example arrange their financial affairs, or schedule, also try to piggyback on their fame and also earn money with it. For example, by using the celebrity to promote certain things. This also involves situations such as abuse of power, or abuse in other ways. Despite the fact that this unfortunately took place a lot hidden in the world of celebrities, this film seems to tar all stereotypes with the same brush from both the perpetrator and victim sides. Despite the good message of the film, this can also make the film a bit one-sided. Coralie Fargeat herself could have used a better and more realistic balance in this.

The cast members do deliver good and appropriate acting. Especially the two leading roles dare to give and show a lot with their roles in this film. If the film had been less one-sided, their roles in addition to the film itself could have been a classic.",6.0,4,13,sadness,NEGATIVE,0,"[{'aspect': 'director', 'sentiment': 'Neutral'}]",NEGATIVE,negative,negative,1,POSITIVE,"{'label': 'Negative', 'confidence': 0.37790629267692566}",EMPTY
The Substance,When style doesn't take away from the substance.,"I went into this movie completely blind. I didn't watch the trailers or see any promo-just booked the ticket based on the poster. Personally, this is the most stylish film I've seen this year. The crazy part is that the style didn't overtake the substance (pun not intended). The shots, lighting, color selection, effects, and editing all served one of the most messed-up stories I've seen in a while.

This movie was full-on audience engagement for two and a half hours. At no point are you bored, as the filmmakers literally pull you into the film's insane narrative. Some scenes are hard to watch, but it's impossible to stop watching the film. What inspires me most is that, at its core, this is a cautionary tale about self-love-a deep and important theme explored in the most vulgar way.

I also want to highlight the amazing performances, particularly Demi Moore's. She was incredibly natural in this role, able to convey desperation and insanity while still making the audience root for her. The scariest part is that you believe (some of) her transformations, which leaves a lasting impression after the film. Horror without jump scares-who would've thought .

Another strong element of the film is its thematic throughline. There are moments when the film forces the audience to become the antagonists. The editing makes you feel like you're one of the producers objectifying the heroine. Even the protagonist objectifies herself. This creates an endless loop of self-loathing that drives the character to the brink of insanity, making for a terrifying experience-not just visually, but also by challenging the audience with these haunting reflections.

One element I wish had been explored more was the rules of the world. I understand that the narrative was already packed and that the director wanted to show the rules through the characters' actions rather than explaining them, but I think the filmmakers underestimated the complexity of their world. I wanted to know more about the company that created the substance and why they chose Elizabeth. It might have overwhelmed the plot, so I can appreciate the mystery, but there were multiple moments during the film where I found myself confused about how this insane world operated.

Overall, I loved the film, but I don't want to watch it again. It's the most stylish movie of the year, with the most out-of-the-box story, and it revives a niche horror subgenre with a strong philosophical twist. A cautionary tale that leaves you terrified in new and innovative ways.",8.0,9,10,anger,POSITIVE,0,"[{'aspect': 'effect', 'sentiment': 'Positive'}]",POSITIVE,positive,positive,1,NEGATIVE,"{'label': 'Positive', 'confidence': 0.8793336153030396}",Positive
The Substance,"Good movie with interesting ideas, but glaring plot holes.","The Substance has an intriguing concept and a strong visual style, but its narrative is filled with inconsistencies that weaken the overall experience. While some might defend these as artistic choices, they feel more like oversights in storytelling.

One of the biggest issues is how the protagonist gets access to the mysterious product. A hospital staff member simply hands her the contact of the supplier, with no explanation as to why he would do that or what he gains from it. Is he part of a secret organization? Does he get a commission? The film never addresses this, making it seem like a lazy way to move the plot forward. Additionally, the Substância appears to be distributed for free, with no mention of any payment or trade. Given its powerful effects, this raises the question-why would the supplier offer it without compensation?

Another major flaw is the protagonist's motivation. The movie establishes that the ""alter ego"" and the original self are treated as separate entities, with the younger version gaining all the benefits while the older one deteriorates. But if the protagonist only suffers from taking the drug, why does she keep doing it? There's no clear explanation-no sense of addiction, no moment where she enjoys the effects, nothing. It makes her seem irrational, as if she willingly chooses to destroy herself for no reason.

These gaps in logic make the film feel incomplete, as if certain key details were left out or ignored. It's still a visually striking and thought-provoking movie, but its narrative flaws make it hard to fully immerse in the story.",7.0,2,5,fear,NEGATIVE,0,[],NEGATIVE,negative,negative,1,POSITIVE,"{'label': 'Negative', 'confidence': 0.7083011865615845}",EMPTY
